"Precinct_Name","Split_Name","precinct_splitId","Reg_voters","Ballots","Reporting","Contest_id","Contest_title","Contest_party","Choice_id","Candidate_name","Choice_party","Candidate_Type","Absentee_votes","Early_votes","Election_Votes"
"13-01","","70","1888","1000","1","17","State Representative, Dist 13","","39","(D) DECOITE, Lynn P.","","C","206","50","356"
"13-01","","70","1888","1000","1","17","State Representative, Dist 13","","40","(G) NIKHILANANDA, Nick","","C","92","25","155"
"13-01","","70","1888","1000","1","32","Maui Resident Trustee","","69","KAPU, Ke'eaumoku","","C","85","35","202"
"13-01","","70","1888","1000","1","32","Maui Resident Trustee","","70","LINDSEY, Carmen Hulu","","C","153","26","223"
"13-01","","70","1888","1000","1","33","Oahu Resident Trustee","","71","KIA'AINA, Esther","","C","109","36","180"
"13-01","","70","1888","1000","1","33","Oahu Resident Trustee","","72","AKAKA, Kalei","","C","102","20","172"
"13-01","","70","1888","1000","1","34","At-Large Trustee","","73","AHU ISA, Lei (Leina'ala)","","C","77","20","125"
"13-01","","70","1888","1000","1","34","At-Large Trustee","","74","AKANA, Rowena Noelani","","C","95","20","156"
"13-01","","70","1888","1000","1","34","At-Large Trustee","","75","LEE, Brendon Kalei'aina","","C","64","20","97"
"13-01","","70","1888","1000","1","34","At-Large Trustee","","76","AILA, William J., Jr.","","C","88","22","98"
"13-01","","70","1888","1000","1","34","At-Large Trustee","","77","HANOHANO, Faye (Pua)","","C","65","18","131"
"13-01","","70","1888","1000","1","34","At-Large Trustee","","78","WAIHEE, John D., IV","","C","112","26","168"
"13-01","","70","1888","1000","1","36","Mayor, County of Maui","","81","COCHRAN, Elle","","C","180","53","334"
"13-01","","70","1888","1000","1","36","Mayor, County of Maui","","82","VICTORINO, Mike","","C","149","35","222"
"13-01","","70","1888","1000","1","37","Councilmember (East Maui)","","83","CARROLL, Claire Kamalu","","C","122","28","153"
"13-01","","70","1888","1000","1","37","Councilmember (East Maui)","","84","SINENCI, Shane","","C","175","53","352"
"13-01","","70","1888","1000","1","38","Councilmember (West Maui)","","85","PALTIN, Tamara Akiko Maile","","C","199","51","371"
"13-01","","70","1888","1000","1","38","Councilmember (West Maui)","","86","NAVA, Rick","","C","93","24","115"
"13-01","","70","1888","1000","1","39","Councilmember (Wailuku-Waihee-Waikapu)","","87","ATAY, Alika","","C","163","49","330"
"13-01","","70","1888","1000","1","39","Councilmember (Wailuku-Waihee-Waikapu)","","88","LEE, Alice","","C","147","31","183"
"13-01","","70","1888","1000","1","40","Councilmember (Kahului)","","89","ARAKAWA, Alan M.","","C","91","28","149"
"13-01","","70","1888","1000","1","40","Councilmember (Kahului)","","90","KAMA, Natalie (Tasha)","","C","227","58","371"
"13-01","","70","1888","1000","1","41","Councilmember (South Maui)","","91","CROUSE, Zandra (Amaral)","","C","54","19","95"
"13-01","","70","1888","1000","1","41","Councilmember (South Maui)","","92","KING, Kelly Takaya","","C","240","61","394"
"13-01","","70","1888","1000","1","42","Councilmember (Makawao-Haiku-Paia)","","93","MOLINA, Mike","","C","138","36","194"
"13-01","","70","1888","1000","1","42","Councilmember (Makawao-Haiku-Paia)","","94","FURTADO, Trinette","","C","186","47","323"
"13-01","","70","1888","1000","1","43","Councilmember (Upcountry)","","95","STARBUCK, Hannibal E.","","C","160","43","281"
"13-01","","70","1888","1000","1","43","Councilmember (Upcountry)","","96","SUGIMURA, Yuki Lei Kashiwa","","C","149","38","228"
"13-01","","70","1888","1000","1","44","Councilmember (Lanai)","","97","HOKAMA, Riki","","C","123","33","202"
"13-01","","70","1888","1000","1","44","Councilmember (Lanai)","","98","JOHNSON, Gabe","","C","175","47","286"
"13-01","","70","1888","1000","1","45","Councilmember (Molokai)","","99","RAWLINS-FERNANDEZ, Keani","","C","176","52","316"
"13-01","","70","1888","1000","1","45","Councilmember (Molokai)","","100","CRIVELLO, Stacy Helm","","C","119","29","156"
"13-01","","70","1888","1000","1","50","Constitutional Convention","","121","YES","","C","84","20","204"
"13-01","","70","1888","1000","1","50","Constitutional Convention","","122","NO","","C","213","65","314"
"13-01","","70","1888","1000","1","51","CON. AMEND.: Public Education and Investment Real Property","","123","YES","","C","92","32","249"
"13-01","","70","1888","1000","1","51","CON. AMEND.: Public Education and Investment Real Property","","124","NO","","C","199","47","262"
"13-01","","70","1888","1000","1","54","MAUI: Claims","","129","YES","","C","138","29","202"
"13-01","","70","1888","1000","1","54","MAUI: Claims","","130","NO","","C","142","35","239"
"13-01","","70","1888","1000","1","55","MAUI: Penalties","","131","YES","","C","178","50","267"
"13-01","","70","1888","1000","1","55","MAUI: Penalties","","132","NO","","C","130","29","237"
"13-01","","70","1888","1000","1","56","MAUI: Open Space Fund","","133","YES","","C","211","54","331"
"13-01","","70","1888","1000","1","56","MAUI: Open Space Fund","","134","NO","","C","93","21","172"
"13-02","","71","7203","3823","1","1","U.S. Senator","","1","(R) CURTIS, Ron","","C","272","59","350"
"13-02","","71","7203","3823","1","1","U.S. Senator","","2","(D) HIRONO, Mazie K.","","C","1134","268","1605"
"13-02","","71","7203","3823","1","3","U.S. Representative, Dist II","","8","(D) GABBARD, Tulsi","","C","1201","270","1709"
"13-02","","71","7203","3823","1","3","U.S. Representative, Dist II","","9","(R) EVANS, Brian","","C","203","56","244"
"13-02","","71","7203","3823","1","4","Governor and Lieutenant Governor","","10","(G) BREWER / ING","","C","53","14","139"
"13-02","","71","7203","3823","1","4","Governor and Lieutenant Governor","","11","(R) TUPOLA / KERNS","","C","306","83","447"
"13-02","","71","7203","3823","1","4","Governor and Lieutenant Governor","","12","(N) TERUYA / ROBOTTI","","C","20","3","26"
"13-02","","71","7203","3823","1","4","Governor and Lieutenant Governor","","13","(D) IGE / GREEN","","C","1019","226","1367"
"13-02","","71","7203","3823","1","17","State Representative, Dist 13","","39","(D) DECOITE, Lynn P.","","C","814","180","1043"
"13-02","","71","7203","3823","1","17","State Representative, Dist 13","","40","(G) NIKHILANANDA, Nick","","C","489","132","797"
"13-02","","71","7203","3823","1","32","Maui Resident Trustee","","69","KAPU, Ke'eaumoku","","C","421","120","739"
"13-02","","71","7203","3823","1","32","Maui Resident Trustee","","70","LINDSEY, Carmen Hulu","","C","546","120","716"
"13-02","","71","7203","3823","1","33","Oahu Resident Trustee","","71","KIA'AINA, Esther","","C","489","128","666"
"13-02","","71","7203","3823","1","33","Oahu Resident Trustee","","72","AKAKA, Kalei","","C","342","76","528"
"13-02","","71","7203","3823","1","34","At-Large Trustee","","73","AHU ISA, Lei (Leina'ala)","","C","326","84","438"
"13-02","","71","7203","3823","1","34","At-Large Trustee","","74","AKANA, Rowena Noelani","","C","287","76","439"
"13-02","","71","7203","3823","1","34","At-Large Trustee","","75","LEE, Brendon Kalei'aina","","C","252","52","296"
"13-02","","71","7203","3823","1","34","At-Large Trustee","","76","AILA, William J., Jr.","","C","373","76","397"
"13-02","","71","7203","3823","1","34","At-Large Trustee","","77","HANOHANO, Faye (Pua)","","C","297","82","422"
"13-02","","71","7203","3823","1","34","At-Large Trustee","","78","WAIHEE, John D., IV","","C","422","70","448"
"13-02","","71","7203","3823","1","36","Mayor, County of Maui","","81","COCHRAN, Elle","","C","803","223","1444"
"13-02","","71","7203","3823","1","36","Mayor, County of Maui","","82","VICTORINO, Mike","","C","593","104","569"
"13-02","","71","7203","3823","1","37","Councilmember (East Maui)","","83","CARROLL, Claire Kamalu","","C","453","90","496"
"13-02","","71","7203","3823","1","37","Councilmember (East Maui)","","84","SINENCI, Shane","","C","832","219","1356"
"13-02","","71","7203","3823","1","38","Councilmember (West Maui)","","85","PALTIN, Tamara Akiko Maile","","C","940","240","1439"
"13-02","","71","7203","3823","1","38","Councilmember (West Maui)","","86","NAVA, Rick","","C","287","54","342"
"13-02","","71","7203","3823","1","39","Councilmember (Wailuku-Waihee-Waikapu)","","87","ATAY, Alika","","C","706","208","1324"
"13-02","","71","7203","3823","1","39","Councilmember (Wailuku-Waihee-Waikapu)","","88","LEE, Alice","","C","579","102","545"
"13-02","","71","7203","3823","1","40","Councilmember (Kahului)","","89","ARAKAWA, Alan M.","","C","363","65","423"
"13-02","","71","7203","3823","1","40","Councilmember (Kahului)","","90","KAMA, Natalie (Tasha)","","C","969","252","1476"
"13-02","","71","7203","3823","1","41","Councilmember (South Maui)","","91","CROUSE, Zandra (Amaral)","","C","267","49","306"
"13-02","","71","7203","3823","1","41","Councilmember (South Maui)","","92","KING, Kelly Takaya","","C","985","251","1491"
"13-02","","71","7203","3823","1","42","Councilmember (Makawao-Haiku-Paia)","","93","MOLINA, Mike","","C","576","94","544"
"13-02","","71","7203","3823","1","42","Councilmember (Makawao-Haiku-Paia)","","94","FURTADO, Trinette","","C","796","227","1394"
"13-02","","71","7203","3823","1","43","Councilmember (Upcountry)","","95","STARBUCK, Hannibal E.","","C","699","206","1245"
"13-02","","71","7203","3823","1","43","Councilmember (Upcountry)","","96","SUGIMURA, Yuki Lei Kashiwa","","C","607","109","614"
"13-02","","71","7203","3823","1","44","Councilmember (Lanai)","","97","HOKAMA, Riki","","C","466","91","540"
"13-02","","71","7203","3823","1","44","Councilmember (Lanai)","","98","JOHNSON, Gabe","","C","785","204","1209"
"13-02","","71","7203","3823","1","45","Councilmember (Molokai)","","99","RAWLINS-FERNANDEZ, Keani","","C","776","219","1292"
"13-02","","71","7203","3823","1","45","Councilmember (Molokai)","","100","CRIVELLO, Stacy Helm","","C","455","79","481"
"13-02","","71","7203","3823","1","50","Constitutional Convention","","121","YES","","C","380","97","681"
"13-02","","71","7203","3823","1","50","Constitutional Convention","","122","NO","","C","938","200","1139"
"13-02","","71","7203","3823","1","51","CON. AMEND.: Public Education and Investment Real Property","","123","YES","","C","418","129","812"
"13-02","","71","7203","3823","1","51","CON. AMEND.: Public Education and Investment Real Property","","124","NO","","C","848","164","893"
"13-02","","71","7203","3823","1","54","MAUI: Claims","","129","YES","","C","578","129","707"
"13-02","","71","7203","3823","1","54","MAUI: Claims","","130","NO","","C","618","137","892"
"13-02","","71","7203","3823","1","55","MAUI: Penalties","","131","YES","","C","691","166","929"
"13-02","","71","7203","3823","1","55","MAUI: Penalties","","132","NO","","C","634","129","898"
"13-02","","71","7203","3823","1","56","MAUI: Open Space Fund","","133","YES","","C","874","207","1216"
"13-02","","71","7203","3823","1","56","MAUI: Open Space Fund","","134","NO","","C","435","85","611"
"13-03","","72","1483","806","1","1","U.S. Senator","","1","(R) CURTIS, Ron","","C","47","4","63"
"13-03","","72","1483","806","1","1","U.S. Senator","","2","(D) HIRONO, Mazie K.","","C","264","24","377"
"13-03","","72","1483","806","1","3","U.S. Representative, Dist II","","8","(D) GABBARD, Tulsi","","C","280","26","402"
"13-03","","72","1483","806","1","3","U.S. Representative, Dist II","","9","(R) EVANS, Brian","","C","24","3","43"
"13-03","","72","1483","806","1","4","Governor and Lieutenant Governor","","10","(G) BREWER / ING","","C","11","0","26"
"13-03","","72","1483","806","1","4","Governor and Lieutenant Governor","","11","(R) TUPOLA / KERNS","","C","76","9","141"
"13-03","","72","1483","806","1","4","Governor and Lieutenant Governor","","12","(N) TERUYA / ROBOTTI","","C","3","0","8"
"13-03","","72","1483","806","1","4","Governor and Lieutenant Governor","","13","(D) IGE / GREEN","","C","224","20","266"
"13-03","","72","1483","806","1","17","State Representative, Dist 13","","39","(D) DECOITE, Lynn P.","","C","212","18","290"
"13-03","","72","1483","806","1","17","State Representative, Dist 13","","40","(G) NIKHILANANDA, Nick","","C","88","10","132"
"13-03","","72","1483","806","1","32","Maui Resident Trustee","","69","KAPU, Ke'eaumoku","","C","168","18","308"
"13-03","","72","1483","806","1","32","Maui Resident Trustee","","70","LINDSEY, Carmen Hulu","","C","98","5","93"
"13-03","","72","1483","806","1","33","Oahu Resident Trustee","","71","KIA'AINA, Esther","","C","118","9","155"
"13-03","","72","1483","806","1","33","Oahu Resident Trustee","","72","AKAKA, Kalei","","C","120","12","181"
"13-03","","72","1483","806","1","34","At-Large Trustee","","73","AHU ISA, Lei (Leina'ala)","","C","95","9","131"
"13-03","","72","1483","806","1","34","At-Large Trustee","","74","AKANA, Rowena Noelani","","C","102","3","148"
"13-03","","72","1483","806","1","34","At-Large Trustee","","75","LEE, Brendon Kalei'aina","","C","89","4","82"
"13-03","","72","1483","806","1","34","At-Large Trustee","","76","AILA, William J., Jr.","","C","93","8","112"
"13-03","","72","1483","806","1","34","At-Large Trustee","","77","HANOHANO, Faye (Pua)","","C","117","10","166"
"13-03","","72","1483","806","1","34","At-Large Trustee","","78","WAIHEE, John D., IV","","C","136","12","160"
"13-03","","72","1483","806","1","36","Mayor, County of Maui","","81","COCHRAN, Elle","","C","186","19","299"
"13-03","","72","1483","806","1","36","Mayor, County of Maui","","82","VICTORINO, Mike","","C","124","10","145"
"13-03","","72","1483","806","1","37","Councilmember (East Maui)","","83","CARROLL, Claire Kamalu","","C","73","9","89"
"13-03","","72","1483","806","1","37","Councilmember (East Maui)","","84","SINENCI, Shane","","C","240","18","357"
"13-03","","72","1483","806","1","38","Councilmember (West Maui)","","85","PALTIN, Tamara Akiko Maile","","C","241","22","345"
"13-03","","72","1483","806","1","38","Councilmember (West Maui)","","86","NAVA, Rick","","C","29","4","55"
"13-03","","72","1483","806","1","39","Councilmember (Wailuku-Waihee-Waikapu)","","87","ATAY, Alika","","C","177","18","272"
"13-03","","72","1483","806","1","39","Councilmember (Wailuku-Waihee-Waikapu)","","88","LEE, Alice","","C","109","6","147"
"13-03","","72","1483","806","1","40","Councilmember (Kahului)","","89","ARAKAWA, Alan M.","","C","55","6","119"
"13-03","","72","1483","806","1","40","Councilmember (Kahului)","","90","KAMA, Natalie (Tasha)","","C","234","23","304"
"13-03","","72","1483","806","1","41","Councilmember (South Maui)","","91","CROUSE, Zandra (Amaral)","","C","56","8","100"
"13-03","","72","1483","806","1","41","Councilmember (South Maui)","","92","KING, Kelly Takaya","","C","212","16","286"
"13-03","","72","1483","806","1","42","Councilmember (Makawao-Haiku-Paia)","","93","MOLINA, Mike","","C","104","10","167"
"13-03","","72","1483","806","1","42","Councilmember (Makawao-Haiku-Paia)","","94","FURTADO, Trinette","","C","181","17","233"
"13-03","","72","1483","806","1","43","Councilmember (Upcountry)","","95","STARBUCK, Hannibal E.","","C","127","14","195"
"13-03","","72","1483","806","1","43","Councilmember (Upcountry)","","96","SUGIMURA, Yuki Lei Kashiwa","","C","152","9","209"
"13-03","","72","1483","806","1","44","Councilmember (Lanai)","","97","HOKAMA, Riki","","C","117","11","167"
"13-03","","72","1483","806","1","44","Councilmember (Lanai)","","98","JOHNSON, Gabe","","C","157","12","225"
"13-03","","72","1483","806","1","45","Councilmember (Molokai)","","99","RAWLINS-FERNANDEZ, Keani","","C","161","14","237"
"13-03","","72","1483","806","1","45","Councilmember (Molokai)","","100","CRIVELLO, Stacy Helm","","C","117","12","163"
"13-03","","72","1483","806","1","50","Constitutional Convention","","121","YES","","C","82","12","124"
"13-03","","72","1483","806","1","50","Constitutional Convention","","122","NO","","C","210","16","288"
"13-03","","72","1483","806","1","51","CON. AMEND.: Public Education and Investment Real Property","","123","YES","","C","89","14","151"
"13-03","","72","1483","806","1","51","CON. AMEND.: Public Education and Investment Real Property","","124","NO","","C","196","13","245"
"13-03","","72","1483","806","1","54","MAUI: Claims","","129","YES","","C","114","15","145"
