"Precinct_Name","Split_Name","precinct_splitId","Reg_voters","Ballots","Reporting","Contest_id","Contest_title","Contest_party","Choice_id","Candidate_name","Choice_party","Candidate_Type","Absentee_votes","Early_votes","Election_Votes"
"12-01","","64","3567","1991","1","54","MAUI: Claims","","129","YES","","C","349","66","353"
"12-01","","64","3567","1991","1","54","MAUI: Claims","","130","NO","","C","404","71","395"
"12-01","","64","3567","1991","1","55","MAUI: Penalties","","131","YES","","C","454","90","422"
"12-01","","64","3567","1991","1","55","MAUI: Penalties","","132","NO","","C","366","59","388"
"12-01","","64","3567","1991","1","56","MAUI: Open Space Fund","","133","YES","","C","526","95","523"
"12-01","","64","3567","1991","1","56","MAUI: Open Space Fund","","134","NO","","C","280","50","294"
"12-02","","65","2334","1331","1","1","U.S. Senator","","1","(R) CURTIS, Ron","","C","106","18","125"
"12-02","","65","2334","1331","1","1","U.S. Senator","","2","(D) HIRONO, Mazie K.","","C","425","87","520"
"12-02","","65","2334","1331","1","3","U.S. Representative, Dist II","","8","(D) GABBARD, Tulsi","","C","449","85","543"
"12-02","","65","2334","1331","1","3","U.S. Representative, Dist II","","9","(R) EVANS, Brian","","C","81","16","102"
"12-02","","65","2334","1331","1","4","Governor and Lieutenant Governor","","10","(G) BREWER / ING","","C","22","3","27"
"12-02","","65","2334","1331","1","4","Governor and Lieutenant Governor","","11","(R) TUPOLA / KERNS","","C","126","23","171"
"12-02","","65","2334","1331","1","4","Governor and Lieutenant Governor","","12","(N) TERUYA / ROBOTTI","","C","6","1","9"
"12-02","","65","2334","1331","1","4","Governor and Lieutenant Governor","","13","(D) IGE / GREEN","","C","381","77","436"
"12-02","","65","2334","1331","1","32","Maui Resident Trustee","","69","KAPU, Ke'eaumoku","","C","175","41","236"
"12-02","","65","2334","1331","1","32","Maui Resident Trustee","","70","LINDSEY, Carmen Hulu","","C","221","36","249"
"12-02","","65","2334","1331","1","33","Oahu Resident Trustee","","71","KIA'AINA, Esther","","C","180","34","212"
"12-02","","65","2334","1331","1","33","Oahu Resident Trustee","","72","AKAKA, Kalei","","C","158","38","195"
"12-02","","65","2334","1331","1","34","At-Large Trustee","","73","AHU ISA, Lei (Leina'ala)","","C","119","28","158"
"12-02","","65","2334","1331","1","34","At-Large Trustee","","74","AKANA, Rowena Noelani","","C","148","20","169"
"12-02","","65","2334","1331","1","34","At-Large Trustee","","75","LEE, Brendon Kalei'aina","","C","121","24","104"
"12-02","","65","2334","1331","1","34","At-Large Trustee","","76","AILA, William J., Jr.","","C","131","29","133"
"12-02","","65","2334","1331","1","34","At-Large Trustee","","77","HANOHANO, Faye (Pua)","","C","112","24","147"
"12-02","","65","2334","1331","1","34","At-Large Trustee","","78","WAIHEE, John D., IV","","C","189","46","180"
"12-02","","65","2334","1331","1","36","Mayor, County of Maui","","81","COCHRAN, Elle","","C","260","54","412"
"12-02","","65","2334","1331","1","36","Mayor, County of Maui","","82","VICTORINO, Mike","","C","282","51","252"
"12-02","","65","2334","1331","1","37","Councilmember (East Maui)","","83","CARROLL, Claire Kamalu","","C","213","42","221"
"12-02","","65","2334","1331","1","37","Councilmember (East Maui)","","84","SINENCI, Shane","","C","271","54","383"
"12-02","","65","2334","1331","1","38","Councilmember (West Maui)","","85","PALTIN, Tamara Akiko Maile","","C","333","65","457"
"12-02","","65","2334","1331","1","38","Councilmember (West Maui)","","86","NAVA, Rick","","C","142","31","126"
"12-02","","65","2334","1331","1","39","Councilmember (Wailuku-Waihee-Waikapu)","","87","ATAY, Alika","","C","250","56","371"
"12-02","","65","2334","1331","1","39","Councilmember (Wailuku-Waihee-Waikapu)","","88","LEE, Alice","","C","255","42","243"
"12-02","","65","2334","1331","1","40","Councilmember (Kahului)","","89","ARAKAWA, Alan M.","","C","163","33","171"
"12-02","","65","2334","1331","1","40","Councilmember (Kahului)","","90","KAMA, Natalie (Tasha)","","C","354","69","458"
"12-02","","65","2334","1331","1","41","Councilmember (South Maui)","","91","CROUSE, Zandra (Amaral)","","C","137","26","141"
"12-02","","65","2334","1331","1","41","Councilmember (South Maui)","","92","KING, Kelly Takaya","","C","345","65","439"
"12-02","","65","2334","1331","1","42","Councilmember (Makawao-Haiku-Paia)","","93","MOLINA, Mike","","C","269","44","271"
"12-02","","65","2334","1331","1","42","Councilmember (Makawao-Haiku-Paia)","","94","FURTADO, Trinette","","C","259","56","362"
"12-02","","65","2334","1331","1","43","Councilmember (Upcountry)","","95","STARBUCK, Hannibal E.","","C","211","47","329"
"12-02","","65","2334","1331","1","43","Councilmember (Upcountry)","","96","SUGIMURA, Yuki Lei Kashiwa","","C","305","52","300"
"12-02","","65","2334","1331","1","44","Councilmember (Lanai)","","97","HOKAMA, Riki","","C","226","40","222"
"12-02","","65","2334","1331","1","44","Councilmember (Lanai)","","98","JOHNSON, Gabe","","C","254","48","348"
"12-02","","65","2334","1331","1","45","Councilmember (Molokai)","","99","RAWLINS-FERNANDEZ, Keani","","C","267","55","367"
"12-02","","65","2334","1331","1","45","Councilmember (Molokai)","","100","CRIVELLO, Stacy Helm","","C","219","38","207"
"12-02","","65","2334","1331","1","50","Constitutional Convention","","121","YES","","C","121","26","182"
"12-02","","65","2334","1331","1","50","Constitutional Convention","","122","NO","","C","390","76","410"
"12-02","","65","2334","1331","1","51","CON. AMEND.: Public Education and Investment Real Property","","123","YES","","C","158","27","255"
"12-02","","65","2334","1331","1","51","CON. AMEND.: Public Education and Investment Real Property","","124","NO","","C","336","71","278"
"12-02","","65","2334","1331","1","54","MAUI: Claims","","129","YES","","C","221","35","254"
"12-02","","65","2334","1331","1","54","MAUI: Claims","","130","NO","","C","225","56","287"
"12-02","","65","2334","1331","1","55","MAUI: Penalties","","131","YES","","C","308","54","325"
"12-02","","65","2334","1331","1","55","MAUI: Penalties","","132","NO","","C","200","47","262"
"12-02","","65","2334","1331","1","56","MAUI: Open Space Fund","","133","YES","","C","323","65","392"
"12-02","","65","2334","1331","1","56","MAUI: Open Space Fund","","134","NO","","C","173","36","192"
"12-03","","66","3186","1873","1","1","U.S. Senator","","1","(R) CURTIS, Ron","","C","248","33","195"
"12-03","","66","3186","1873","1","1","U.S. Senator","","2","(D) HIRONO, Mazie K.","","C","708","119","513"
"12-03","","66","3186","1873","1","3","U.S. Representative, Dist II","","8","(D) GABBARD, Tulsi","","C","775","128","572"
"12-03","","66","3186","1873","1","3","U.S. Representative, Dist II","","9","(R) EVANS, Brian","","C","182","21","132"
"12-03","","66","3186","1873","1","4","Governor and Lieutenant Governor","","10","(G) BREWER / ING","","C","28","4","29"
"12-03","","66","3186","1873","1","4","Governor and Lieutenant Governor","","11","(R) TUPOLA / KERNS","","C","294","39","251"
"12-03","","66","3186","1873","1","4","Governor and Lieutenant Governor","","12","(N) TERUYA / ROBOTTI","","C","9","0","6"
"12-03","","66","3186","1873","1","4","Governor and Lieutenant Governor","","13","(D) IGE / GREEN","","C","627","106","436"
"12-03","","66","3186","1873","1","32","Maui Resident Trustee","","69","KAPU, Ke'eaumoku","","C","288","46","219"
"12-03","","66","3186","1873","1","32","Maui Resident Trustee","","70","LINDSEY, Carmen Hulu","","C","383","73","328"
"12-03","","66","3186","1873","1","33","Oahu Resident Trustee","","71","KIA'AINA, Esther","","C","282","58","224"
"12-03","","66","3186","1873","1","33","Oahu Resident Trustee","","72","AKAKA, Kalei","","C","288","50","226"
"12-03","","66","3186","1873","1","34","At-Large Trustee","","73","AHU ISA, Lei (Leina'ala)","","C","217","44","167"
"12-03","","66","3186","1873","1","34","At-Large Trustee","","74","AKANA, Rowena Noelani","","C","219","32","210"
"12-03","","66","3186","1873","1","34","At-Large Trustee","","75","LEE, Brendon Kalei'aina","","C","219","26","152"
"12-03","","66","3186","1873","1","34","At-Large Trustee","","76","AILA, William J., Jr.","","C","259","42","148"
"12-03","","66","3186","1873","1","34","At-Large Trustee","","77","HANOHANO, Faye (Pua)","","C","205","40","158"
"12-03","","66","3186","1873","1","34","At-Large Trustee","","78","WAIHEE, John D., IV","","C","321","60","269"
"12-03","","66","3186","1873","1","36","Mayor, County of Maui","","81","COCHRAN, Elle","","C","371","76","338"
"12-03","","66","3186","1873","1","36","Mayor, County of Maui","","82","VICTORINO, Mike","","C","572","74","383"
"12-03","","66","3186","1873","1","37","Councilmember (East Maui)","","83","CARROLL, Claire Kamalu","","C","383","62","245"
"12-03","","66","3186","1873","1","37","Councilmember (East Maui)","","84","SINENCI, Shane","","C","458","78","397"
"12-03","","66","3186","1873","1","38","Councilmember (West Maui)","","85","PALTIN, Tamara Akiko Maile","","C","517","100","413"
"12-03","","66","3186","1873","1","38","Councilmember (West Maui)","","86","NAVA, Rick","","C","299","39","194"
"12-03","","66","3186","1873","1","39","Councilmember (Wailuku-Waihee-Waikapu)","","87","ATAY, Alika","","C","337","61","315"
"12-03","","66","3186","1873","1","39","Councilmember (Wailuku-Waihee-Waikapu)","","88","LEE, Alice","","C","549","81","334"
"12-03","","66","3186","1873","1","40","Councilmember (Kahului)","","89","ARAKAWA, Alan M.","","C","333","54","253"
"12-03","","66","3186","1873","1","40","Councilmember (Kahului)","","90","KAMA, Natalie (Tasha)","","C","569","91","431"
"12-03","","66","3186","1873","1","41","Councilmember (South Maui)","","91","CROUSE, Zandra (Amaral)","","C","233","34","174"
"12-03","","66","3186","1873","1","41","Councilmember (South Maui)","","92","KING, Kelly Takaya","","C","616","103","453"
"12-03","","66","3186","1873","1","42","Councilmember (Makawao-Haiku-Paia)","","93","MOLINA, Mike","","C","510","70","344"
"12-03","","66","3186","1873","1","42","Councilmember (Makawao-Haiku-Paia)","","94","FURTADO, Trinette","","C","391","75","317"
"12-03","","66","3186","1873","1","43","Councilmember (Upcountry)","","95","STARBUCK, Hannibal E.","","C","327","58","293"
"12-03","","66","3186","1873","1","43","Councilmember (Upcountry)","","96","SUGIMURA, Yuki Lei Kashiwa","","C","585","88","389"
"12-03","","66","3186","1873","1","44","Councilmember (Lanai)","","97","HOKAMA, Riki","","C","439","67","279"
"12-03","","66","3186","1873","1","44","Councilmember (Lanai)","","98","JOHNSON, Gabe","","C","403","69","335"
"12-03","","66","3186","1873","1","45","Councilmember (Molokai)","","99","RAWLINS-FERNANDEZ, Keani","","C","419","67","352"
"12-03","","66","3186","1873","1","45","Councilmember (Molokai)","","100","CRIVELLO, Stacy Helm","","C","402","74","256"
"12-03","","66","3186","1873","1","50","Constitutional Convention","","121","YES","","C","218","45","198"
"12-03","","66","3186","1873","1","50","Constitutional Convention","","122","NO","","C","692","103","485"
"12-03","","66","3186","1873","1","51","CON. AMEND.: Public Education and Investment Real Property","","123","YES","","C","230","49","247"
"12-03","","66","3186","1873","1","51","CON. AMEND.: Public Education and Investment Real Property","","124","NO","","C","629","94","402"
"12-03","","66","3186","1873","1","54","MAUI: Claims","","129","YES","","C","464","65","273"
"12-03","","66","3186","1873","1","54","MAUI: Claims","","130","NO","","C","372","68","327"
"12-03","","66","3186","1873","1","55","MAUI: Penalties","","131","YES","","C","559","82","345"
"12-03","","66","3186","1873","1","55","MAUI: Penalties","","132","NO","","C","355","65","318"
"12-03","","66","3186","1873","1","56","MAUI: Open Space Fund","","133","YES","","C","613","112","452"
"12-03","","66","3186","1873","1","56","MAUI: Open Space Fund","","134","NO","","C","285","36","208"
"12-04","","67","3472","2028","1","1","U.S. Senator","","1","(R) CURTIS, Ron","","C","202","27","204"
"12-04","","67","3472","2028","1","1","U.S. Senator","","2","(D) HIRONO, Mazie K.","","C","755","99","698"
"12-04","","67","3472","2028","1","3","U.S. Representative, Dist II","","8","(D) GABBARD, Tulsi","","C","790","98","740"
"12-04","","67","3472","2028","1","3","U.S. Representative, Dist II","","9","(R) EVANS, Brian","","C","139","28","156"
"12-04","","67","3472","2028","1","4","Governor and Lieutenant Governor","","10","(G) BREWER / ING","","C","26","4","26"
"12-04","","67","3472","2028","1","4","Governor and Lieutenant Governor","","11","(R) TUPOLA / KERNS","","C","242","41","283"
"12-04","","67","3472","2028","1","4","Governor and Lieutenant Governor","","12","(N) TERUYA / ROBOTTI","","C","5","3","17"
"12-04","","67","3472","2028","1","4","Governor and Lieutenant Governor","","13","(D) IGE / GREEN","","C","675","80","586"
"12-04","","67","3472","2028","1","32","Maui Resident Trustee","","69","KAPU, Ke'eaumoku","","C","264","38","300"
"12-04","","67","3472","2028","1","32","Maui Resident Trustee","","70","LINDSEY, Carmen Hulu","","C","442","67","400"
"12-04","","67","3472","2028","1","33","Oahu Resident Trustee","","71","KIA'AINA, Esther","","C","238","40","244"
"12-04","","67","3472","2028","1","33","Oahu Resident Trustee","","72","AKAKA, Kalei","","C","354","52","337"
"12-04","","67","3472","2028","1","34","At-Large Trustee","","73","AHU ISA, Lei (Leina'ala)","","C","247","43","214"
"12-04","","67","3472","2028","1","34","At-Large Trustee","","74","AKANA, Rowena Noelani","","C","256","42","254"
"12-04","","67","3472","2028","1","34","At-Large Trustee","","75","LEE, Brendon Kalei'aina","","C","219","29","195"
"12-04","","67","3472","2028","1","34","At-Large Trustee","","76","AILA, William J., Jr.","","C","226","27","170"
"12-04","","67","3472","2028","1","34","At-Large Trustee","","77","HANOHANO, Faye (Pua)","","C","183","31","221"
"12-04","","67","3472","2028","1","34","At-Large Trustee","","78","WAIHEE, John D., IV","","C","421","55","325"
"12-04","","67","3472","2028","1","36","Mayor, County of Maui","","81","COCHRAN, Elle","","C","321","45","432"
"12-04","","67","3472","2028","1","36","Mayor, County of Maui","","82","VICTORINO, Mike","","C","627","82","467"
"12-04","","67","3472","2028","1","37","Councilmember (East Maui)","","83","CARROLL, Claire Kamalu","","C","443","58","325"
"12-04","","67","3472","2028","1","37","Councilmember (East Maui)","","84","SINENCI, Shane","","C","397","58","489"
"12-04","","67","3472","2028","1","38","Councilmember (West Maui)","","85","PALTIN, Tamara Akiko Maile","","C","527","60","500"
"12-04","","67","3472","2028","1","38","Councilmember (West Maui)","","86","NAVA, Rick","","C","287","49","266"
"12-04","","67","3472","2028","1","39","Councilmember (Wailuku-Waihee-Waikapu)","","87","ATAY, Alika","","C","322","37","385"
"12-04","","67","3472","2028","1","39","Councilmember (Wailuku-Waihee-Waikapu)","","88","LEE, Alice","","C","567","81","438"
"12-04","","67","3472","2028","1","40","Councilmember (Kahului)","","89","ARAKAWA, Alan M.","","C","338","56","344"
"12-04","","67","3472","2028","1","40","Councilmember (Kahului)","","90","KAMA, Natalie (Tasha)","","C","540","63","513"
"12-04","","67","3472","2028","1","41","Councilmember (South Maui)","","91","CROUSE, Zandra (Amaral)","","C","228","39","210"
"12-04","","67","3472","2028","1","41","Councilmember (South Maui)","","92","KING, Kelly Takaya","","C","590","67","562"
"12-04","","67","3472","2028","1","42","Councilmember (Makawao-Haiku-Paia)","","93","MOLINA, Mike","","C","591","76","488"
"12-04","","67","3472","2028","1","42","Councilmember (Makawao-Haiku-Paia)","","94","FURTADO, Trinette","","C","317","45","378"
"12-04","","67","3472","2028","1","43","Councilmember (Upcountry)","","95","STARBUCK, Hannibal E.","","C","255","36","338"
"12-04","","67","3472","2028","1","43","Councilmember (Upcountry)","","96","SUGIMURA, Yuki Lei Kashiwa","","C","673","84","516"
"12-04","","67","3472","2028","1","44","Councilmember (Lanai)","","97","HOKAMA, Riki","","C","530","70","397"
"12-04","","67","3472","2028","1","44","Councilmember (Lanai)","","98","JOHNSON, Gabe","","C","319","43","382"
"12-04","","67","3472","2028","1","45","Councilmember (Molokai)","","99","RAWLINS-FERNANDEZ, Keani","","C","359","49","405"
"12-04","","67","3472","2028","1","45","Councilmember (Molokai)","","100","CRIVELLO, Stacy Helm","","C","473","65","371"
"12-04","","67","3472","2028","1","50","Constitutional Convention","","121","YES","","C","192","29","233"
"12-04","","67","3472","2028","1","50","Constitutional Convention","","122","NO","","C","704","94","613"
"12-04","","67","3472","2028","1","51","CON. AMEND.: Public Education and Investment Real Property","","123","YES","","C","235","26","324"
"12-04","","67","3472","2028","1","51","CON. AMEND.: Public Education and Investment Real Property","","124","NO","","C","615","91","480"
"12-04","","67","3472","2028","1","54","MAUI: Claims","","129","YES","","C","444","50","318"
"12-04","","67","3472","2028","1","54","MAUI: Claims","","130","NO","","C","358","66","441"
"12-04","","67","3472","2028","1","55","MAUI: Penalties","","131","YES","","C","580","69","448"
"12-04","","67","3472","2028","1","55","MAUI: Penalties","","132","NO","","C","303","51","360"
"12-04","","67","3472","2028","1","56","MAUI: Open Space Fund","","133","YES","","C","599","88","543"
"12-04","","67","3472","2028","1","56","MAUI: Open Space Fund","","134","NO","","C","267","31","271"
"12-05","","68","5294","3157","1","1","U.S. Senator","","1","(R) CURTIS, Ron","","C","377","57","298"
"12-05","","68","5294","3157","1","1","U.S. Senator","","2","(D) HIRONO, Mazie K.","","C","1173","182","961"
"12-05","","68","5294","3157","1","3","U.S. Representative, Dist II","","8","(D) GABBARD, Tulsi","","C","1271","198","1047"
"12-05","","68","5294","3157","1","3","U.S. Representative, Dist II","","9","(R) EVANS, Brian","","C","266","39","202"
"12-05","","68","5294","3157","1","4","Governor and Lieutenant Governor","","10","(G) BREWER / ING","","C","50","9","40"
"12-05","","68","5294","3157","1","4","Governor and Lieutenant Governor","","11","(R) TUPOLA / KERNS","","C","463","73","410"
"12-05","","68","5294","3157","1","4","Governor and Lieutenant Governor","","12","(N) TERUYA / ROBOTTI","","C","8","2","11"
"12-05","","68","5294","3157","1","4","Governor and Lieutenant Governor","","13","(D) IGE / GREEN","","C","1039","157","804"
"12-05","","68","5294","3157","1","32","Maui Resident Trustee","","69","KAPU, Ke'eaumoku","","C","410","74","417"
"12-05","","68","5294","3157","1","32","Maui Resident Trustee","","70","LINDSEY, Carmen Hulu","","C","627","117","538"
"12-05","","68","5294","3157","1","33","Oahu Resident Trustee","","71","KIA'AINA, Esther","","C","446","86","404"
"12-05","","68","5294","3157","1","33","Oahu Resident Trustee","","72","AKAKA, Kalei","","C","436","78","400"
"12-05","","68","5294","3157","1","34","At-Large Trustee","","73","AHU ISA, Lei (Leina'ala)","","C","345","64","291"
"12-05","","68","5294","3157","1","34","At-Large Trustee","","74","AKANA, Rowena Noelani","","C","329","78","309"
"12-05","","68","5294","3157","1","34","At-Large Trustee","","75","LEE, Brendon Kalei'aina","","C","318","61","223"
"12-05","","68","5294","3157","1","34","At-Large Trustee","","76","AILA, William J., Jr.","","C","405","66","297"
"12-05","","68","5294","3157","1","34","At-Large Trustee","","77","HANOHANO, Faye (Pua)","","C","287","63","278"
"12-05","","68","5294","3157","1","34","At-Large Trustee","","78","WAIHEE, John D., IV","","C","527","95","400"
"12-05","","68","5294","3157","1","36","Mayor, County of Maui","","81","COCHRAN, Elle","","C","674","130","683"
"12-05","","68","5294","3157","1","36","Mayor, County of Maui","","82","VICTORINO, Mike","","C","888","111","579"
"12-05","","68","5294","3157","1","37","Councilmember (East Maui)","","83","CARROLL, Claire Kamalu","","C","645","109","421"
"12-05","","68","5294","3157","1","37","Councilmember (East Maui)","","84","SINENCI, Shane","","C","725","121","720"
"12-05","","68","5294","3157","1","38","Councilmember (West Maui)","","85","PALTIN, Tamara Akiko Maile","","C","874","146","794"
"12-05","","68","5294","3157","1","38","Councilmember (West Maui)","","86","NAVA, Rick","","C","423","69","304"
"12-05","","68","5294","3157","1","39","Councilmember (Wailuku-Waihee-Waikapu)","","87","ATAY, Alika","","C","595","125","621"
"12-05","","68","5294","3157","1","39","Councilmember (Wailuku-Waihee-Waikapu)","","88","LEE, Alice","","C","855","108","535"
"12-05","","68","5294","3157","1","40","Councilmember (Kahului)","","89","ARAKAWA, Alan M.","","C","564","90","401"
"12-05","","68","5294","3157","1","40","Councilmember (Kahului)","","90","KAMA, Natalie (Tasha)","","C","913","143","792"
"12-05","","68","5294","3157","1","41","Councilmember (South Maui)","","91","CROUSE, Zandra (Amaral)","","C","363","64","273"
"12-05","","68","5294","3157","1","41","Councilmember (South Maui)","","92","KING, Kelly Takaya","","C","966","163","843"
"12-05","","68","5294","3157","1","42","Councilmember (Makawao-Haiku-Paia)","","93","MOLINA, Mike","","C","833","125","530"
"12-05","","68","5294","3157","1","42","Councilmember (Makawao-Haiku-Paia)","","94","FURTADO, Trinette","","C","616","108","632"
"12-05","","68","5294","3157","1","43","Councilmember (Upcountry)","","95","STARBUCK, Hannibal E.","","C","511","90","591"
"12-05","","68","5294","3157","1","43","Councilmember (Upcountry)","","96","SUGIMURA, Yuki Lei Kashiwa","","C","981","152","629"
"12-05","","68","5294","3157","1","44","Councilmember (Lanai)","","97","HOKAMA, Riki","","C","690","96","462"
"12-05","","68","5294","3157","1","44","Councilmember (Lanai)","","98","JOHNSON, Gabe","","C","687","128","638"
"12-05","","68","5294","3157","1","45","Councilmember (Molokai)","","99","RAWLINS-FERNANDEZ, Keani","","C","714","117","681"
"12-05","","68","5294","3157","1","45","Councilmember (Molokai)","","100","CRIVELLO, Stacy Helm","","C","631","102","428"
"12-05","","68","5294","3157","1","50","Constitutional Convention","","121","YES","","C","350","59","338"
"12-05","","68","5294","3157","1","50","Constitutional Convention","","122","NO","","C","1083","172","787"
"12-05","","68","5294","3157","1","51","CON. AMEND.: Public Education and Investment Real Property","","123","YES","","C","406","58","304"
"12-05","","68","5294","3157","1","51","CON. AMEND.: Public Education and Investment Real Property","","124","NO","","C","955","160","516"
"12-05","","68","5294","3157","1","54","MAUI: Claims","","129","YES","","C","659","123","500"
"12-05","","68","5294","3157","1","54","MAUI: Claims","","130","NO","","C","629","91","548"
"12-05","","68","5294","3157","1","55","MAUI: Penalties","","131","YES","","C","797","139","642"
"12-05","","68","5294","3157","1","55","MAUI: Penalties","","132","NO","","C","631","89","507"
"12-05","","68","5294","3157","1","56","MAUI: Open Space Fund","","133","YES","","C","978","162","733"
"12-05","","68","5294","3157","1","56","MAUI: Open Space Fund","","134","NO","","C","447","63","426"
"12-06","","69","278","166","1","1","U.S. Senator","","1","(R) CURTIS, Ron","","C","12","3","35"
"12-06","","69","278","166","1","1","U.S. Senator","","2","(D) HIRONO, Mazie K.","","C","41","8","65"
"12-06","","69","278","166","1","3","U.S. Representative, Dist II","","8","(D) GABBARD, Tulsi","","C","45","9","73"
"12-06","","69","278","166","1","3","U.S. Representative, Dist II","","9","(R) EVANS, Brian","","C","8","2","25"
"12-06","","69","278","166","1","4","Governor and Lieutenant Governor","","10","(G) BREWER / ING","","C","1","1","1"
"12-06","","69","278","166","1","4","Governor and Lieutenant Governor","","11","(R) TUPOLA / KERNS","","C","12","3","36"
"12-06","","69","278","166","1","4","Governor and Lieutenant Governor","","12","(N) TERUYA / ROBOTTI","","C","1","0","1"
"12-06","","69","278","166","1","4","Governor and Lieutenant Governor","","13","(D) IGE / GREEN","","C","39","7","60"
"12-06","","69","278","166","1","32","Maui Resident Trustee","","69","KAPU, Ke'eaumoku","","C","10","5","18"
"12-06","","69","278","166","1","32","Maui Resident Trustee","","70","LINDSEY, Carmen Hulu","","C","23","5","46"
"12-06","","69","278","166","1","33","Oahu Resident Trustee","","71","KIA'AINA, Esther","","C","16","3","24"
"12-06","","69","278","166","1","33","Oahu Resident Trustee","","72","AKAKA, Kalei","","C","14","3","24"
"12-06","","69","278","166","1","34","At-Large Trustee","","73","AHU ISA, Lei (Leina'ala)","","C","11","3","17"
"12-06","","69","278","166","1","34","At-Large Trustee","","74","AKANA, Rowena Noelani","","C","11","4","24"
"12-06","","69","278","166","1","34","At-Large Trustee","","75","LEE, Brendon Kalei'aina","","C","13","3","12"
"12-06","","69","278","166","1","34","At-Large Trustee","","76","AILA, William J., Jr.","","C","14","1","20"
"12-06","","69","278","166","1","34","At-Large Trustee","","77","HANOHANO, Faye (Pua)","","C","10","2","19"
"12-06","","69","278","166","1","34","At-Large Trustee","","78","WAIHEE, John D., IV","","C","19","5","24"
"12-06","","69","278","166","1","36","Mayor, County of Maui","","81","COCHRAN, Elle","","C","26","6","33"
"12-06","","69","278","166","1","36","Mayor, County of Maui","","82","VICTORINO, Mike","","C","25","5","67"
"12-06","","69","278","166","1","37","Councilmember (East Maui)","","83","CARROLL, Claire Kamalu","","C","13","5","46"
"12-06","","69","278","166","1","37","Councilmember (East Maui)","","84","SINENCI, Shane","","C","29","4","45"
"12-06","","69","278","166","1","38","Councilmember (West Maui)","","85","PALTIN, Tamara Akiko Maile","","C","31","6","53"
"12-06","","69","278","166","1","38","Councilmember (West Maui)","","86","NAVA, Rick","","C","10","4","36"
"12-06","","69","278","166","1","39","Councilmember (Wailuku-Waihee-Waikapu)","","87","ATAY, Alika","","C","21","3","38"
"12-06","","69","278","166","1","39","Councilmember (Wailuku-Waihee-Waikapu)","","88","LEE, Alice","","C","22","6","56"
"12-06","","69","278","166","1","40","Councilmember (Kahului)","","89","ARAKAWA, Alan M.","","C","22","4","44"
"12-06","","69","278","166","1","40","Councilmember (Kahului)","","90","KAMA, Natalie (Tasha)","","C","27","4","51"
"12-06","","69","278","166","1","41","Councilmember (South Maui)","","91","CROUSE, Zandra (Amaral)","","C","6","1","30"
"12-06","","69","278","166","1","41","Councilmember (South Maui)","","92","KING, Kelly Takaya","","C","39","7","60"
"12-06","","69","278","166","1","42","Councilmember (Makawao-Haiku-Paia)","","93","MOLINA, Mike","","C","21","4","54"
"12-06","","69","278","166","1","42","Councilmember (Makawao-Haiku-Paia)","","94","FURTADO, Trinette","","C","29","5","40"
"12-06","","69","278","166","1","43","Councilmember (Upcountry)","","95","STARBUCK, Hannibal E.","","C","22","2","34"
"12-06","","69","278","166","1","43","Councilmember (Upcountry)","","96","SUGIMURA, Yuki Lei Kashiwa","","C","20","7","56"
"12-06","","69","278","166","1","44","Councilmember (Lanai)","","97","HOKAMA, Riki","","C","8","3","34"
"12-06","","69","278","166","1","44","Councilmember (Lanai)","","98","JOHNSON, Gabe","","C","32","5","52"
"12-06","","69","278","166","1","45","Councilmember (Molokai)","","99","RAWLINS-FERNANDEZ, Keani","","C","29","2","45"
"12-06","","69","278","166","1","45","Councilmember (Molokai)","","100","CRIVELLO, Stacy Helm","","C","14","5","37"
"12-06","","69","278","166","1","50","Constitutional Convention","","121","YES","","C","15","3","24"
"12-06","","69","278","166","1","50","Constitutional Convention","","122","NO","","C","33","8","72"
"12-06","","69","278","166","1","51","CON. AMEND.: Public Education and Investment Real Property","","123","YES","","C","19","5","31"
"12-06","","69","278","166","1","51","CON. AMEND.: Public Education and Investment Real Property","","124","NO","","C","30","6","62"
"12-06","","69","278","166","1","54","MAUI: Claims","","129","YES","","C","29","5","45"
"12-06","","69","278","166","1","54","MAUI: Claims","","130","NO","","C","19","5","36"
"12-06","","69","278","166","1","55","MAUI: Penalties","","131","YES","","C","26","5","40"
"12-06","","69","278","166","1","55","MAUI: Penalties","","132","NO","","C","27","5","57"
"12-06","","69","278","166","1","56","MAUI: Open Space Fund","","133","YES","","C","40","8","64"
"12-06","","69","278","166","1","56","MAUI: Open Space Fund","","134","NO","","C","12","3","31"
"13-01","","70","1888","1000","1","1","U.S. Senator","","1","(R) CURTIS, Ron","","C","53","12","93"
"13-01","","70","1888","1000","1","1","U.S. Senator","","2","(D) HIRONO, Mazie K.","","C","280","75","450"
"13-01","","70","1888","1000","1","3","U.S. Representative, Dist II","","8","(D) GABBARD, Tulsi","","C","286","76","466"
"13-01","","70","1888","1000","1","3","U.S. Representative, Dist II","","9","(R) EVANS, Brian","","C","41","10","73"
"13-01","","70","1888","1000","1","4","Governor and Lieutenant Governor","","10","(G) BREWER / ING","","C","15","3","27"
"13-01","","70","1888","1000","1","4","Governor and Lieutenant Governor","","11","(R) TUPOLA / KERNS","","C","70","20","133"
"13-01","","70","1888","1000","1","4","Governor and Lieutenant Governor","","12","(N) TERUYA / ROBOTTI","","C","5","1","11"
"13-01","","70","1888","1000","1","4","Governor and Lieutenant Governor","","13","(D) IGE / GREEN","","C","236","66","379"
